user_id,total_orders,recency_days,m_proxy_value,as_of_date,R_score,F_score,M_score,RFM_Cell,rfm_segment
446,9,29,26,2023-12-31,3,3,1,331,Need Attention
447,6,54,17,2023-12-31,1,2,1,121,Low-Value / Lost
448,34,18,447,2023-12-31,4,5,5,455,Champion / Loyal
449,22,13,114,2023-12-31,4,4,4,444,Champion / Loyal
450,18,24,187,2023-12-31,4,4,4,444,Champion / Loyal
451,33,14,242,2023-12-31,4,5,5,455,Champion / Loyal
452,25,59,301,2023-12-31,1,5,5,155,High-Value At-Risk
453,14,2,97,2023-12-31,5,4,3,543,Average Purchaser
454,55,15,658,2023-12-31,4,5,5,455,Champion / Loyal
455,8,43,66,2023-12-31,2,2,3,223,Average Purchaser
456,7,13,29,2023-12-31,4,2,1,421,New / Promising
457,5,47,62,2023-12-31,2,1,2,212,Low-Value / Lost
458,15,55,160,2023-12-31,1,4,4,144,High-Value At-Risk
459,24,51,111,2023-12-31,1,4,3,143,High-Value At-Risk
460,4,45,38,2023-12-31,2,1,2,212,Low-Value / Lost
461,5,48,19,2023-12-31,2,1,1,211,Low-Value / Lost
462,60,41,1144,2023-12-31,2,5,5,255,High-Value At-Risk
463,8,11,85,2023-12-31,5,2,3,523,New / Promising
464,50,33,388,2023-12-31,3,5,5,355,Need Attention
465,41,58,486,2023-12-31,1,5,5,155,High-Value At-Risk
466,32,11,686,2023-12-31,5,5,5,555,Champion / Loyal
467,6,31,55,2023-12-31,3,2,2,322,Average Purchaser
468,7,39,20,2023-12-31,2,2,1,221,Low-Value / Lost
469,9,53,55,2023-12-31,1,3,2,132,Average Purchaser
470,17,47,76,2023-12-31,2,4,3,243,High-Value At-Risk
471,7,1,125,2023-12-31,5,2,4,524,New / Promising
472,5,16,8,2023-12-31,4,1,1,411,New / Promising
473,12,36,222,2023-12-31,3,3,4,334,Need Attention
474,30,8,179,2023-12-31,5,5,4,554,Champion / Loyal
475,29,59,175,2023-12-31,1,5,4,154,High-Value At-Risk
476,17,13,216,2023-12-31,4,4,4,444,Champion / Loyal
477,5,27,21,2023-12-31,3,1,1,311,Average Purchaser
478,9,6,70,2023-12-31,5,3,3,533,Average Purchaser
479,24,20,238,2023-12-31,4,4,5,445,Champion / Loyal
480,13,11,176,2023-12-31,5,3,4,534,Average Purchaser
481,36,30,452,2023-12-31,3,5,5,355,Need Attention
482,10,59,116,2023-12-31,1,3,4,134,High-Value At-Risk
483,10,23,20,2023-12-31,4,3,1,431,Average Purchaser
484,11,48,38,2023-12-31,2,3,2,232,Average Purchaser
485,13,15,143,2023-12-31,4,3,4,434,Average Purchaser
486,13,26,285,2023-12-31,3,3,5,335,Need Attention
487,34,44,490,2023-12-31,2,5,5,255,High-Value At-Risk
488,7,15,112,2023-12-31,4,2,3,423,New / Promising
489,8,46,83,2023-12-31,2,2,3,223,Average Purchaser
490,4,34,4,2023-12-31,3,1,1,311,Average Purchaser
491,4,0,31,2023-12-31,5,1,1,511,New / Promising
492,6,0,57,2023-12-31,5,2,2,522,New / Promising
493,8,9,74,2023-12-31,5,2,3,523,New / Promising
494,4,42,103,2023-12-31,2,1,3,213,Average Purchaser
495,25,36,308,2023-12-31,3,5,5,355,Need Attention
496,83,28,452,2023-12-31,3,5,5,355,Need Attention
497,10,14,160,2023-12-31,4,3,4,434,Average Purchaser
498,13,53,134,2023-12-31,1,3,4,134,High-Value At-Risk
499,7,46,59,2023-12-31,2,2,2,222,Low-Value / Lost
500,4,38,38,2023-12-31,2,1,2,212,Low-Value / Lost
501,7,59,69,2023-12-31,1,2,3,123,Average Purchaser
502,8,24,160,2023-12-31,4,2,4,424,New / Promising
503,37,26,334,2023-12-31,3,5,5,355,Need Attention
504,5,33,30,2023-12-31,3,1,1,311,Average Purchaser
505,4,3,13,2023-12-31,5,1,1,511,New / Promising
506,5,59,12,2023-12-31,1,1,1,111,Low-Value / Lost
507,8,2,133,2023-12-31,5,2,4,524,New / Promising
508,20,27,238,2023-12-31,3,4,5,345,Need Attention
509,12,45,156,2023-12-31,2,3,4,234,High-Value At-Risk
510,10,34,54,2023-12-31,3,3,2,332,Need Attention
511,6,24,53,2023-12-31,4,2,2,422,New / Promising
512,5,5,57,2023-12-31,5,1,2,512,New / Promising
513,4,23,8,2023-12-31,4,1,1,411,New / Promising
514,6,4,24,2023-12-31,5,2,1,521,New / Promising
515,20,37,70,2023-12-31,2,4,3,243,High-Value At-Risk
516,94,42,900,2023-12-31,2,5,5,255,High-Value At-Risk
517,5,37,32,2023-12-31,2,1,1,211,Low-Value / Lost
518,6,19,17,2023-12-31,4,2,1,421,New / Promising
519,11,30,24,2023-12-31,3,3,1,331,Need Attention
520,30,18,245,2023-12-31,4,5,5,455,Champion / Loyal
521,7,19,25,2023-12-31,4,2,1,421,New / Promising
522,11,35,64,2023-12-31,3,3,3,333,Need Attention
523,13,28,59,2023-12-31,3,3,2,332,Need Attention
524,6,40,69,2023-12-31,2,2,3,223,Average Purchaser
525,37,55,196,2023-12-31,1,5,4,154,High-Value At-Risk
526,5,27,155,2023-12-31,3,1,4,314,Need Attention
527,4,15,7,2023-12-31,4,1,1,411,New / Promising
528,35,23,494,2023-12-31,4,5,5,455,Champion / Loyal
529,51,44,324,2023-12-31,2,5,5,255,High-Value At-Risk
530,4,51,49,2023-12-31,1,1,2,112,Low-Value / Lost
531,30,22,164,2023-12-31,4,5,4,454,Champion / Loyal
532,5,33,59,2023-12-31,3,1,2,312,Average Purchaser
533,5,16,41,2023-12-31,4,1,2,412,New / Promising
534,8,17,13,2023-12-31,4,2,1,421,New / Promising
535,29,54,200,2023-12-31,1,5,4,154,High-Value At-Risk
536,4,42,25,2023-12-31,2,1,1,211,Low-Value / Lost
537,6,14,20,2023-12-31,4,2,1,421,New / Promising
538,27,50,226,2023-12-31,1,5,4,154,High-Value At-Risk
539,18,49,159,2023-12-31,1,4,4,144,High-Value At-Risk
540,6,45,46,2023-12-31,2,2,2,222,Low-Value / Lost
541,6,30,27,2023-12-31,3,2,1,321,Average Purchaser
542,4,5,12,2023-12-31,5,1,1,511,New / Promising
543,12,52,124,2023-12-31,1,3,4,134,High-Value At-Risk
544,5,7,22,2023-12-31,5,1,1,511,New / Promising
545,5,56,47,2023-12-31,1,1,2,112,Low-Value / Lost
546,7,57,13,2023-12-31,1,2,1,121,Low-Value / Lost
547,11,13,209,2023-12-31,4,3,4,434,Average Purchaser
548,8,26,68,2023-12-31,3,2,3,323,Need Attention
549,11,43,79,2023-12-31,2,3,3,233,Average Purchaser
550,5,2,121,2023-12-31,5,1,4,514,New / Promising
551,11,32,86,2023-12-31,3,3,3,333,Need Attention
552,13,52,70,2023-12-31,1,3,3,133,Average Purchaser
553,10,13,119,2023-12-31,4,3,4,434,Average Purchaser
554,7,27,70,2023-12-31,3,2,3,323,Need Attention
555,12,54,94,2023-12-31,1,3,3,133,Average Purchaser
556,4,39,32,2023-12-31,2,1,1,211,Low-Value / Lost
557,6,34,59,2023-12-31,3,2,2,322,Average Purchaser
558,28,43,314,2023-12-31,2,5,5,255,High-Value At-Risk
559,23,52,255,2023-12-31,1,4,5,145,High-Value At-Risk
560,35,18,163,2023-12-31,4,5,4,454,Champion / Loyal
561,5,27,7,2023-12-31,3,1,1,311,Average Purchaser
562,52,15,64,2023-12-31,4,5,3,453,Average Purchaser
563,6,31,42,2023-12-31,3,2,2,322,Average Purchaser
564,10,41,177,2023-12-31,2,3,4,234,High-Value At-Risk
565,6,36,17,2023-12-31,3,2,1,321,Average Purchaser
566,14,37,141,2023-12-31,2,4,4,244,High-Value At-Risk
567,22,7,278,2023-12-31,5,4,5,545,Champion / Loyal
568,11,53,75,2023-12-31,1,3,3,133,Average Purchaser
569,4,48,3,2023-12-31,2,1,1,211,Low-Value / Lost
570,7,11,68,2023-12-31,5,2,3,523,New / Promising
571,7,52,74,2023-12-31,1,2,3,123,Average Purchaser
572,4,35,23,2023-12-31,3,1,1,311,Average Purchaser
573,16,36,81,2023-12-31,3,4,3,343,Need Attention
574,12,11,96,2023-12-31,5,3,3,533,Average Purchaser
575,5,22,9,2023-12-31,4,1,1,411,New / Promising
576,7,4,47,2023-12-31,5,2,2,522,New / Promising
577,6,0,60,2023-12-31,5,2,2,522,New / Promising
578,4,25,34,2023-12-31,3,1,2,312,Average Purchaser
579,4,18,15,2023-12-31,4,1,1,411,New / Promising
580,22,8,232,2023-12-31,5,4,5,545,Champion / Loyal
581,4,7,28,2023-12-31,5,1,1,511,New / Promising
582,22,56,361,2023-12-31,1,4,5,145,High-Value At-Risk
583,35,25,703,2023-12-31,3,5,5,355,Need Attention
584,9,50,65,2023-12-31,1,3,3,133,Average Purchaser
585,12,37,53,2023-12-31,2,3,2,232,Average Purchaser
586,5,28,28,2023-12-31,3,1,1,311,Average Purchaser
587,13,29,107,2023-12-31,3,3,3,333,Need Attention
588,19,53,144,2023-12-31,1,4,4,144,High-Value At-Risk
589,5,13,72,2023-12-31,4,1,3,413,New / Promising
590,5,1,36,2023-12-31,5,1,2,512,New / Promising
591,8,55,15,2023-12-31,1,2,1,121,Low-Value / Lost
592,5,10,32,2023-12-31,5,1,1,511,New / Promising
593,18,40,33,2023-12-31,2,4,1,241,High-Value At-Risk
594,6,51,17,2023-12-31,1,2,1,121,Low-Value / Lost
595,8,22,54,2023-12-31,4,2,2,422,New / Promising
596,65,38,793,2023-12-31,2,5,5,255,High-Value At-Risk
597,8,30,94,2023-12-31,3,2,3,323,Need Attention
598,8,24,21,2023-12-31,4,2,1,421,New / Promising
599,33,0,84,2023-12-31,5,5,3,553,Average Purchaser
600,8,16,138,2023-12-31,4,2,4,424,New / Promising
601,10,43,92,2023-12-31,2,3,3,233,Average Purchaser
602,8,38,32,2023-12-31,2,2,1,221,Low-Value / Lost
603,6,30,81,2023-12-31,3,2,3,323,Need Attention
604,28,36,405,2023-12-31,3,5,5,355,Need Attention
605,6,3,167,2023-12-31,5,2,4,524,New / Promising
606,31,47,172,2023-12-31,2,5,4,254,High-Value At-Risk
607,11,14,97,2023-12-31,4,3,3,433,Average Purchaser
608,14,36,53,2023-12-31,3,4,2,342,Need Attention
609,19,18,116,2023-12-31,4,4,4,444,Champion / Loyal
610,4,15,49,2023-12-31,4,1,2,412,New / Promising
611,17,20,160,2023-12-31,4,4,4,444,Champion / Loyal
612,40,40,556,2023-12-31,2,5,5,255,High-Value At-Risk
613,13,28,165,2023-12-31,3,3,4,334,Need Attention
614,4,0,31,2023-12-31,5,1,1,511,New / Promising
615,5,35,33,2023-12-31,3,1,1,311,Average Purchaser
616,29,49,340,2023-12-31,1,5,5,155,High-Value At-Risk
617,11,15,79,2023-12-31,4,3,3,433,Average Purchaser
618,28,50,472,2023-12-31,1,5,5,155,High-Value At-Risk
619,5,46,4,2023-12-31,2,1,1,211,Low-Value / Lost
620,6,25,11,2023-12-31,3,2,1,321,Average Purchaser
621,5,17,119,2023-12-31,4,1,4,414,New / Promising
622,6,8,48,2023-12-31,5,2,2,522,New / Promising
623,12,23,173,2023-12-31,4,3,4,434,Average Purchaser
624,7,55,37,2023-12-31,1,2,2,122,Low-Value / Lost
625,4,59,60,2023-12-31,1,1,2,112,Low-Value / Lost
626,95,43,808,2023-12-31,2,5,5,255,High-Value At-Risk
627,4,32,4,2023-12-31,3,1,1,311,Average Purchaser
628,4,39,76,2023-12-31,2,1,3,213,Average Purchaser
629,8,26,41,2023-12-31,3,2,2,322,Average Purchaser
630,42,8,312,2023-12-31,5,5,5,555,Champion / Loyal
631,8,53,56,2023-12-31,1,2,2,122,Low-Value / Lost
632,6,28,21,2023-12-31,3,2,1,321,Average Purchaser
633,5,40,15,2023-12-31,2,1,1,211,Low-Value / Lost
634,12,39,85,2023-12-31,2,3,3,233,Average Purchaser
635,24,56,99,2023-12-31,1,4,3,143,High-Value At-Risk
636,22,22,30,2023-12-31,4,4,1,441,Average Purchaser
637,18,38,124,2023-12-31,2,4,4,244,High-Value At-Risk
638,21,24,171,2023-12-31,4,4,4,444,Champion / Loyal
639,4,42,56,2023-12-31,2,1,2,212,Low-Value / Lost
640,4,17,26,2023-12-31,4,1,1,411,New / Promising
641,30,12,307,2023-12-31,5,5,5,555,Champion / Loyal
642,7,29,47,2023-12-31,3,2,2,322,Average Purchaser
643,10,11,100,2023-12-31,5,3,3,533,Average Purchaser
644,4,6,9,2023-12-31,5,1,1,511,New / Promising
645,40,4,223,2023-12-31,5,5,4,554,Champion / Loyal
646,57,15,340,2023-12-31,4,5,5,455,Champion / Loyal
647,10,10,69,2023-12-31,5,3,3,533,Average Purchaser
648,5,5,61,2023-12-31,5,1,2,512,New / Promising
649,46,0,887,2023-12-31,5,5,5,555,Champion / Loyal
650,10,28,100,2023-12-31,3,3,3,333,Need Attention
651,15,48,124,2023-12-31,2,4,4,244,High-Value At-Risk
652,96,22,497,2023-12-31,4,5,5,455,Champion / Loyal
653,26,0,384,2023-12-31,5,5,5,555,Champion / Loyal
654,9,24,13,2023-12-31,4,3,1,431,Average Purchaser
655,79,59,681,2023-12-31,1,5,5,155,High-Value At-Risk
656,4,30,31,2023-12-31,3,1,1,311,Average Purchaser
657,31,52,319,2023-12-31,1,5,5,155,High-Value At-Risk
658,33,57,593,2023-12-31,1,5,5,155,High-Value At-Risk
659,4,56,18,2023-12-31,1,1,1,111,Low-Value / Lost
660,10,31,108,2023-12-31,3,3,3,333,Need Attention
661,10,14,82,2023-12-31,4,3,3,433,Average Purchaser
662,13,21,149,2023-12-31,4,3,4,434,Average Purchaser
663,5,1,17,2023-12-31,5,1,1,511,New / Promising
664,8,40,57,2023-12-31,2,2,2,222,Low-Value / Lost
665,22,5,80,2023-12-31,5,4,3,543,Average Purchaser
666,4,56,5,2023-12-31,1,1,1,111,Low-Value / Lost
667,76,17,887,2023-12-31,4,5,5,455,Champion / Loyal
668,15,32,217,2023-12-31,3,4,4,344,Need Attention
669,29,58,289,2023-12-31,1,5,5,155,High-Value At-Risk
670,6,40,69,2023-12-31,2,2,3,223,Average Purchaser
671,9,38,189,2023-12-31,2,3,4,234,High-Value At-Risk
672,19,14,319,2023-12-31,4,4,5,445,Champion / Loyal
673,7,0,75,2023-12-31,5,2,3,523,New / Promising
674,5,40,84,2023-12-31,2,1,3,213,Average Purchaser
675,11,40,79,2023-12-31,2,3,3,233,Average Purchaser
676,12,41,19,2023-12-31,2,3,1,231,Average Purchaser
677,6,5,6,2023-12-31,5,2,1,521,New / Promising
678,22,58,346,2023-12-31,1,4,5,145,High-Value At-Risk
679,9,41,68,2023-12-31,2,3,3,233,Average Purchaser
680,7,0,11,2023-12-31,5,2,1,521,New / Promising
681,6,40,94,2023-12-31,2,2,3,223,Average Purchaser
682,20,40,67,2023-12-31,2,4,3,243,High-Value At-Risk
683,7,40,120,2023-12-31,2,2,4,224,High-Value At-Risk
684,27,53,93,2023-12-31,1,5,3,153,High-Value At-Risk
685,5,49,40,2023-12-31,1,1,2,112,Low-Value / Lost
686,4,15,10,2023-12-31,4,1,1,411,New / Promising
687,20,13,764,2023-12-31,4,4,5,445,Champion / Loyal
688,64,35,377,2023-12-31,3,5,5,355,Need Attention
689,4,59,49,2023-12-31,1,1,2,112,Low-Value / Lost
690,100,30,851,2023-12-31,3,5,5,355,Need Attention
691,23,37,45,2023-12-31,2,4,2,242,High-Value At-Risk
692,12,8,101,2023-12-31,5,3,3,533,Average Purchaser
693,6,34,39,2023-12-31,3,2,2,322,Average Purchaser
694,9,59,55,2023-12-31,1,3,2,132,Average Purchaser
695,4,17,35,2023-12-31,4,1,2,412,New / Promising
696,39,22,308,2023-12-31,4,5,5,455,Champion / Loyal
697,6,9,6,2023-12-31,5,2,1,521,New / Promising
698,6,43,86,2023-12-31,2,2,3,223,Average Purchaser
699,37,51,584,2023-12-31,1,5,5,155,High-Value At-Risk
700,9,2,67,2023-12-31,5,3,3,533,Average Purchaser
701,8,9,66,2023-12-31,5,2,3,523,New / Promising
702,27,40,56,2023-12-31,2,5,2,252,High-Value At-Risk
703,10,9,147,2023-12-31,5,3,4,534,Average Purchaser
704,7,33,81,2023-12-31,3,2,3,323,Need Attention
705,7,12,48,2023-12-31,5,2,2,522,New / Promising
706,11,40,93,2023-12-31,2,3,3,233,Average Purchaser
707,13,56,43,2023-12-31,1,3,2,132,Average Purchaser
708,15,50,40,2023-12-31,1,4,2,142,High-Value At-Risk
709,6,51,192,2023-12-31,1,2,4,124,High-Value At-Risk
710,17,0,160,2023-12-31,5,4,4,544,Champion / Loyal
711,6,57,18,2023-12-31,1,2,1,121,Low-Value / Lost
712,5,5,15,2023-12-31,5,1,1,511,New / Promising
713,16,37,95,2023-12-31,2,4,3,243,High-Value At-Risk
714,16,50,47,2023-12-31,1,4,2,142,High-Value At-Risk
715,14,9,25,2023-12-31,5,4,1,541,Average Purchaser
716,5,27,45,2023-12-31,3,1,2,312,Average Purchaser
717,8,53,11,2023-12-31,1,2,1,121,Low-Value / Lost
718,4,17,17,2023-12-31,4,1,1,411,New / Promising
719,73,3,912,2023-12-31,5,5,5,555,Champion / Loyal
720,24,31,309,2023-12-31,3,4,5,345,Need Attention
721,19,49,234,2023-12-31,1,4,5,145,High-Value At-Risk
722,9,59,75,2023-12-31,1,3,3,133,Average Purchaser
723,14,40,278,2023-12-31,2,4,5,245,High-Value At-Risk
724,4,19,20,2023-12-31,4,1,1,411,New / Promising
725,10,4,110,2023-12-31,5,3,3,533,Average Purchaser
726,8,14,41,2023-12-31,4,2,2,422,New / Promising
727,22,50,323,2023-12-31,1,4,5,145,High-Value At-Risk
728,19,47,249,2023-12-31,2,4,5,245,High-Value At-Risk
729,60,46,347,2023-12-31,2,5,5,255,High-Value At-Risk
730,12,1,99,2023-12-31,5,3,3,533,Average Purchaser
731,10,54,81,2023-12-31,1,3,3,133,Average Purchaser
732,42,20,160,2023-12-31,4,5,4,454,Champion / Loyal
733,5,58,25,2023-12-31,1,1,1,111,Low-Value / Lost
734,8,37,240,2023-12-31,2,2,5,225,High-Value At-Risk
735,10,47,185,2023-12-31,2,3,4,234,High-Value At-Risk
736,4,33,55,2023-12-31,3,1,2,312,Average Purchaser
737,16,2,112,2023-12-31,5,4,3,543,Average Purchaser
738,8,5,86,2023-12-31,5,2,3,523,New / Promising
739,4,25,36,2023-12-31,3,1,2,312,Average Purchaser
740,6,3,75,2023-12-31,5,2,3,523,New / Promising
741,30,46,276,2023-12-31,2,5,5,255,High-Value At-Risk
742,14,13,115,2023-12-31,4,4,4,444,Champion / Loyal
743,6,22,43,2023-12-31,4,2,2,422,New / Promising
744,6,0,22,2023-12-31,5,2,1,521,New / Promising
745,10,59,63,2023-12-31,1,3,3,133,Average Purchaser
746,9,32,36,2023-12-31,3,3,2,332,Need Attention
747,8,8,75,2023-12-31,5,2,3,523,New / Promising
748,4,16,22,2023-12-31,4,1,1,411,New / Promising
749,10,53,88,2023-12-31,1,3,3,133,Average Purchaser
750,4,49,11,2023-12-31,1,1,1,111,Low-Value / Lost
751,7,36,27,2023-12-31,3,2,1,321,Average Purchaser
752,12,41,104,2023-12-31,2,3,3,233,Average Purchaser
753,4,33,41,2023-12-31,3,1,2,312,Average Purchaser
754,14,0,64,2023-12-31,5,4,3,543,Average Purchaser
755,13,22,108,2023-12-31,4,3,3,433,Average Purchaser
756,22,5,277,2023-12-31,5,4,5,545,Champion / Loyal
757,6,31,42,2023-12-31,3,2,2,322,Average Purchaser
758,34,52,218,2023-12-31,1,5,4,154,High-Value At-Risk
759,4,46,7,2023-12-31,2,1,1,211,Low-Value / Lost
760,5,48,8,2023-12-31,2,1,1,211,Low-Value / Lost
761,9,58,84,2023-12-31,1,3,3,133,Average Purchaser
762,47,20,455,2023-12-31,4,5,5,455,Champion / Loyal
763,4,4,10,2023-12-31,5,1,1,511,New / Promising
764,4,49,58,2023-12-31,1,1,2,112,Low-Value / Lost
765,6,37,17,2023-12-31,2,2,1,221,Low-Value / Lost
766,16,35,137,2023-12-31,3,4,4,344,Need Attention
767,32,41,276,2023-12-31,2,5,5,255,High-Value At-Risk
768,34,2,422,2023-12-31,5,5,5,555,Champion / Loyal
769,13,27,90,2023-12-31,3,3,3,333,Need Attention
770,5,12,48,2023-12-31,5,1,2,512,New / Promising
771,4,27,21,2023-12-31,3,1,1,311,Average Purchaser
772,11,9,44,2023-12-31,5,3,2,532,Average Purchaser
773,10,32,55,2023-12-31,3,3,2,332,Need Attention
774,11,34,103,2023-12-31,3,3,3,333,Need Attention
775,9,38,65,2023-12-31,2,3,3,233,Average Purchaser
776,4,17,12,2023-12-31,4,1,1,411,New / Promising
777,27,5,113,2023-12-31,5,5,3,553,Average Purchaser
778,43,37,349,2023-12-31,2,5,5,255,High-Value At-Risk
779,7,33,113,2023-12-31,3,2,3,323,Need Attention
780,19,48,102,2023-12-31,2,4,3,243,High-Value At-Risk
781,8,31,17,2023-12-31,3,2,1,321,Average Purchaser
782,5,58,58,2023-12-31,1,1,2,112,Low-Value / Lost
783,4,58,3,2023-12-31,1,1,1,111,Low-Value / Lost
784,8,44,68,2023-12-31,2,2,3,223,Average Purchaser
785,11,34,77,2023-12-31,3,3,3,333,Need Attention
786,100,23,1010,2023-12-31,4,5,5,455,Champion / Loyal
787,41,37,223,2023-12-31,2,5,4,254,High-Value At-Risk
788,4,14,19,2023-12-31,4,1,1,411,New / Promising
789,12,34,39,2023-12-31,3,3,2,332,Need Attention
790,5,51,22,2023-12-31,1,1,1,111,Low-Value / Lost
791,15,52,80,2023-12-31,1,4,3,143,High-Value At-Risk
792,9,7,109,2023-12-31,5,3,3,533,Average Purchaser
793,6,32,13,2023-12-31,3,2,1,321,Average Purchaser
794,6,59,41,2023-12-31,1,2,2,122,Low-Value / Lost
795,13,49,34,2023-12-31,1,3,2,132,Average Purchaser
796,8,33,160,2023-12-31,3,2,4,324,Need Attention
797,19,42,128,2023-12-31,2,4,4,244,High-Value At-Risk
798,13,32,67,2023-12-31,3,3,3,333,Need Attention
799,16,24,108,2023-12-31,4,4,3,443,Average Purchaser
800,22,59,89,2023-12-31,1,4,3,143,High-Value At-Risk
801,6,2,33,2023-12-31,5,2,1,521,New / Promising
802,7,23,98,2023-12-31,4,2,3,423,New / Promising
803,8,4,86,2023-12-31,5,2,3,523,New / Promising
804,16,9,112,2023-12-31,5,4,3,543,Average Purchaser
805,5,21,48,2023-12-31,4,1,2,412,New / Promising
806,14,30,28,2023-12-31,3,4,1,341,Need Attention
807,22,57,26,2023-12-31,1,4,1,141,High-Value At-Risk
808,4,26,29,2023-12-31,3,1,1,311,Average Purchaser
809,22,21,160,2023-12-31,4,4,4,444,Champion / Loyal
810,4,37,22,2023-12-31,2,1,1,211,Low-Value / Lost
811,8,7,79,2023-12-31,5,2,3,523,New / Promising
812,48,15,846,2023-12-31,4,5,5,455,Champion / Loyal
813,6,23,18,2023-12-31,4,2,1,421,New / Promising
814,4,16,19,2023-12-31,4,1,1,411,New / Promising
815,4,1,23,2023-12-31,5,1,1,511,New / Promising
816,5,52,136,2023-12-31,1,1,4,114,High-Value At-Risk
817,16,23,154,2023-12-31,4,4,4,444,Champion / Loyal
818,70,39,433,2023-12-31,2,5,5,255,High-Value At-Risk
819,5,44,53,2023-12-31,2,1,2,212,Low-Value / Lost
820,5,23,41,2023-12-31,4,1,2,412,New / Promising
821,4,18,34,2023-12-31,4,1,2,412,New / Promising
822,4,58,66,2023-12-31,1,1,3,113,Average Purchaser
823,7,4,23,2023-12-31,5,2,1,521,New / Promising
824,22,22,111,2023-12-31,4,4,3,443,Average Purchaser
825,10,11,33,2023-12-31,5,3,1,531,Average Purchaser
826,4,22,12,2023-12-31,4,1,1,411,New / Promising
827,8,12,41,2023-12-31,5,2,2,522,New / Promising
828,7,9,11,2023-12-31,5,2,1,521,New / Promising
829,4,18,12,2023-12-31,4,1,1,411,New / Promising
830,7,2,98,2023-12-31,5,2,3,523,New / Promising
831,20,6,97,2023-12-31,5,4,3,543,Average Purchaser
832,6,51,65,2023-12-31,1,2,3,123,Average Purchaser
833,12,35,219,2023-12-31,3,3,4,334,Need Attention
834,22,59,235,2023-12-31,1,4,5,145,High-Value At-Risk
835,5,59,9,2023-12-31,1,1,1,111,Low-Value / Lost
836,14,31,31,2023-12-31,3,4,1,341,Need Attention
837,5,18,73,2023-12-31,4,1,3,413,New / Promising
838,24,58,58,2023-12-31,1,4,2,142,High-Value At-Risk
839,27,42,549,2023-12-31,2,5,5,255,High-Value At-Risk
840,10,58,47,2023-12-31,1,3,2,132,Average Purchaser
841,16,42,167,2023-12-31,2,4,4,244,High-Value At-Risk
842,13,38,198,2023-12-31,2,3,4,234,High-Value At-Risk
843,5,10,42,2023-12-31,5,1,2,512,New / Promising
844,19,5,100,2023-12-31,5,4,3,543,Average Purchaser
845,23,3,266,2023-12-31,5,4,5,545,Champion / Loyal
846,5,57,54,2023-12-31,1,1,2,112,Low-Value / Lost
847,38,45,651,2023-12-31,2,5,5,255,High-Value At-Risk
848,44,20,314,2023-12-31,4,5,5,455,Champion / Loyal
849,30,54,113,2023-12-31,1,5,3,153,High-Value At-Risk
850,8,0,63,2023-12-31,5,2,3,523,New / Promising
851,7,53,64,2023-12-31,1,2,3,123,Average Purchaser
852,38,26,563,2023-12-31,3,5,5,355,Need Attention
853,19,22,100,2023-12-31,4,4,3,443,Average Purchaser
854,84,32,761,2023-12-31,3,5,5,355,Need Attention
855,16,43,290,2023-12-31,2,4,5,245,High-Value At-Risk
856,5,17,23,2023-12-31,4,1,1,411,New / Promising
857,47,19,536,2023-12-31,4,5,5,455,Champion / Loyal
858,31,16,62,2023-12-31,4,5,2,452,Average Purchaser
859,8,33,118,2023-12-31,3,2,4,324,Need Attention
860,20,17,184,2023-12-31,4,4,4,444,Champion / Loyal
861,4,59,4,2023-12-31,1,1,1,111,Low-Value / Lost
862,8,28,42,2023-12-31,3,2,2,322,Average Purchaser
863,11,14,175,2023-12-31,4,3,4,434,Average Purchaser
864,30,20,157,2023-12-31,4,5,4,454,Champion / Loyal
865,4,42,13,2023-12-31,2,1,1,211,Low-Value / Lost
866,23,0,502,2023-12-31,5,4,5,545,Champion / Loyal
867,6,6,14,2023-12-31,5,2,1,521,New / Promising
868,86,59,466,2023-12-31,1,5,5,155,High-Value At-Risk
869,5,9,43,2023-12-31,5,1,2,512,New / Promising
870,45,10,687,2023-12-31,5,5,5,555,Champion / Loyal
871,8,43,10,2023-12-31,2,2,1,221,Low-Value / Lost
872,5,58,40,2023-12-31,1,1,2,112,Low-Value / Lost
873,9,14,133,2023-12-31,4,3,4,434,Average Purchaser
874,14,34,183,2023-12-31,3,4,4,344,Need Attention
875,5,5,19,2023-12-31,5,1,1,511,New / Promising
876,5,16,47,2023-12-31,4,1,2,412,New / Promising
877,13,10,131,2023-12-31,5,3,4,534,Average Purchaser
878,7,10,29,2023-12-31,5,2,1,521,New / Promising
879,57,46,508,2023-12-31,2,5,5,255,High-Value At-Risk
880,50,11,470,2023-12-31,5,5,5,555,Champion / Loyal
881,18,17,383,2023-12-31,4,4,5,445,Champion / Loyal
882,5,45,26,2023-12-31,2,1,1,211,Low-Value / Lost
883,13,26,53,2023-12-31,3,3,2,332,Need Attention
884,4,1,43,2023-12-31,5,1,2,512,New / Promising
